sample,fastq_1,fastq_2,strandedness
SRR22258926,fastq/SRR22258926_1.fastq.gz,fastq/SRR22258926_2.fastq.gz,auto
SRR22258927,fastq/SRR22258927_1.fastq.gz,fastq/SRR22258927_2.fastq.gz,auto
SRR22258928,fastq/SRR22258928_1.fastq.gz,fastq/SRR22258928_2.fastq.gz,auto
SRR22258929,fastq/SRR22258929_1.fastq.gz,fastq/SRR22258929_2.fastq.gz,auto
SRR22258930,fastq/SRR22258930_1.fastq.gz,fastq/SRR22258930_2.fastq.gz,auto
SRR22258931,fastq/SRR22258931_1.fastq.gz,fastq/SRR22258931_2.fastq.gz,auto
SRR22258932,fastq/SRR22258932_1.fastq.gz,fastq/SRR22258932_2.fastq.gz,auto
SRR22258933,fastq/SRR22258933_1.fastq.gz,fastq/SRR22258933_2.fastq.gz,auto
SRR22258934,fastq/SRR22258934_1.fastq.gz,fastq/SRR22258934_2.fastq.gz,auto
SRR22258935,fastq/SRR22258935_1.fastq.gz,fastq/SRR22258935_2.fastq.gz,auto
SRR22258936,fastq/SRR22258936_1.fastq.gz,fastq/SRR22258936_2.fastq.gz,auto
SRR22258937,fastq/SRR22258937_1.fastq.gz,fastq/SRR22258937_2.fastq.gz,auto
SRR22258938,fastq/SRR22258938_1.fastq.gz,fastq/SRR22258938_2.fastq.gz,auto
SRR22258939,fastq/SRR22258939_1.fastq.gz,fastq/SRR22258939_2.fastq.gz,auto
SRR22258940,fastq/SRR22258940_1.fastq.gz,fastq/SRR22258940_2.fastq.gz,auto
SRR22258941,fastq/SRR22258941_1.fastq.gz,fastq/SRR22258941_2.fastq.gz,auto
SRR22258942,fastq/SRR22258942_1.fastq.gz,fastq/SRR22258942_2.fastq.gz,auto
SRR22258943,fastq/SRR22258943_1.fastq.gz,fastq/SRR22258943_2.fastq.gz,auto
SRR22258944,fastq/SRR22258944_1.fastq.gz,fastq/SRR22258944_2.fastq.gz,auto
SRR22258945,fastq/SRR22258945_1.fastq.gz,fastq/SRR22258945_2.fastq.gz,auto
SRR22258946,fastq/SRR22258946_1.fastq.gz,fastq/SRR22258946_2.fastq.gz,auto
SRR22258947,fastq/SRR22258947_1.fastq.gz,fastq/SRR22258947_2.fastq.gz,auto
SRR22258948,fastq/SRR22258948_1.fastq.gz,fastq/SRR22258948_2.fastq.gz,auto
SRR22258949,fastq/SRR22258949_1.fastq.gz,fastq/SRR22258949_2.fastq.gz,auto
SRR22258950,fastq/SRR22258950_1.fastq.gz,fastq/SRR22258950_2.fastq.gz,auto
SRR22258951,fastq/SRR22258951_1.fastq.gz,fastq/SRR22258951_2.fastq.gz,auto
SRR22258952,fastq/SRR22258952_1.fastq.gz,fastq/SRR22258952_2.fastq.gz,auto
SRR22258953,fastq/SRR22258953_1.fastq.gz,fastq/SRR22258953_2.fastq.gz,auto
SRR22258954,fastq/SRR22258954_1.fastq.gz,fastq/SRR22258954_2.fastq.gz,auto
SRR22258955,fastq/SRR22258955_1.fastq.gz,fastq/SRR22258955_2.fastq.gz,auto
SRR22258956,fastq/SRR22258956_1.fastq.gz,fastq/SRR22258956_2.fastq.gz,auto
SRR22258957,fastq/SRR22258957_1.fastq.gz,fastq/SRR22258957_2.fastq.gz,auto
SRR22258958,fastq/SRR22258958_1.fastq.gz,fastq/SRR22258958_2.fastq.gz,auto
SRR22258959,fastq/SRR22258959_1.fastq.gz,fastq/SRR22258959_2.fastq.gz,auto
SRR22258961,fastq/SRR22258961_1.fastq.gz,fastq/SRR22258961_2.fastq.gz,auto
SRR22258962,fastq/SRR22258962_1.fastq.gz,fastq/SRR22258962_2.fastq.gz,auto
SRR22258963,fastq/SRR22258963_1.fastq.gz,fastq/SRR22258963_2.fastq.gz,auto
SRR22258964,fastq/SRR22258964_1.fastq.gz,fastq/SRR22258964_2.fastq.gz,auto
SRR22258965,fastq/SRR22258965_1.fastq.gz,fastq/SRR22258965_2.fastq.gz,auto
SRR22258966,fastq/SRR22258966_1.fastq.gz,fastq/SRR22258966_2.fastq.gz,auto
SRR22258967,fastq/SRR22258967_1.fastq.gz,fastq/SRR22258967_2.fastq.gz,auto
SRR22258968,fastq/SRR22258968_1.fastq.gz,fastq/SRR22258968_2.fastq.gz,auto
SRR22258969,fastq/SRR22258969_1.fastq.gz,fastq/SRR22258969_2.fastq.gz,auto
SRR22258970,fastq/SRR22258970_1.fastq.gz,fastq/SRR22258970_2.fastq.gz,auto
SRR22258971,fastq/SRR22258971_1.fastq.gz,fastq/SRR22258971_2.fastq.gz,auto
SRR22258972,fastq/SRR22258972_1.fastq.gz,fastq/SRR22258972_2.fastq.gz,auto
SRR22258973,fastq/SRR22258973_1.fastq.gz,fastq/SRR22258973_2.fastq.gz,auto
SRR22258974,fastq/SRR22258974_1.fastq.gz,fastq/SRR22258974_2.fastq.gz,auto
SRR22258975,fastq/SRR22258975_1.fastq.gz,fastq/SRR22258975_2.fastq.gz,auto
SRR22258976,fastq/SRR22258976_1.fastq.gz,fastq/SRR22258976_2.fastq.gz,auto
SRR22258977,fastq/SRR22258977_1.fastq.gz,fastq/SRR22258977_2.fastq.gz,auto
SRR22258978,fastq/SRR22258978_1.fastq.gz,fastq/SRR22258978_2.fastq.gz,auto
SRR22258979,fastq/SRR22258979_1.fastq.gz,fastq/SRR22258979_2.fastq.gz,auto
SRR22258980,fastq/SRR22258980_1.fastq.gz,fastq/SRR22258980_2.fastq.gz,auto
SRR22258981,fastq/SRR22258981_1.fastq.gz,fastq/SRR22258981_2.fastq.gz,auto
SRR22258982,fastq/SRR22258982_1.fastq.gz,fastq/SRR22258982_2.fastq.gz,auto
SRR22258983,fastq/SRR22258983_1.fastq.gz,fastq/SRR22258983_2.fastq.gz,auto
SRR22258984,fastq/SRR22258984_1.fastq.gz,fastq/SRR22258984_2.fastq.gz,auto
SRR22258985,fastq/SRR22258985_1.fastq.gz,fastq/SRR22258985_2.fastq.gz,auto
SRR22258986,fastq/SRR22258986_1.fastq.gz,fastq/SRR22258986_2.fastq.gz,auto
SRR22258987,fastq/SRR22258987_1.fastq.gz,fastq/SRR22258987_2.fastq.gz,auto
SRR22258988,fastq/SRR22258988_1.fastq.gz,fastq/SRR22258988_2.fastq.gz,auto
SRR22258989,fastq/SRR22258989_1.fastq.gz,fastq/SRR22258989_2.fastq.gz,auto
SRR22258990,fastq/SRR22258990_1.fastq.gz,fastq/SRR22258990_2.fastq.gz,auto
SRR22258991,fastq/SRR22258991_1.fastq.gz,fastq/SRR22258991_2.fastq.gz,auto
SRR22258992,fastq/SRR22258992_1.fastq.gz,fastq/SRR22258992_2.fastq.gz,auto
SRR22258993,fastq/SRR22258993_1.fastq.gz,fastq/SRR22258993_2.fastq.gz,auto
SRR22258994,fastq/SRR22258994_1.fastq.gz,fastq/SRR22258994_2.fastq.gz,auto
SRR22258995,fastq/SRR22258995_1.fastq.gz,fastq/SRR22258995_2.fastq.gz,auto
SRR22258996,fastq/SRR22258996_1.fastq.gz,fastq/SRR22258996_2.fastq.gz,auto
SRR22258997,fastq/SRR22258997_1.fastq.gz,fastq/SRR22258997_2.fastq.gz,auto
SRR22258998,fastq/SRR22258998_1.fastq.gz,fastq/SRR22258998_2.fastq.gz,auto
SRR22258999,fastq/SRR22258999_1.fastq.gz,fastq/SRR22258999_2.fastq.gz,auto
SRR22259000,fastq/SRR22259000_1.fastq.gz,fastq/SRR22259000_2.fastq.gz,auto
SRR22259001,fastq/SRR22259001_1.fastq.gz,fastq/SRR22259001_2.fastq.gz,auto
SRR22259002,fastq/SRR22259002_1.fastq.gz,fastq/SRR22259002_2.fastq.gz,auto
SRR22259003,fastq/SRR22259003_1.fastq.gz,fastq/SRR22259003_2.fastq.gz,auto
SRR22259004,fastq/SRR22259004_1.fastq.gz,fastq/SRR22259004_2.fastq.gz,auto
SRR22259005,fastq/SRR22259005_1.fastq.gz,fastq/SRR22259005_2.fastq.gz,auto
SRR22259007,fastq/SRR22259007_1.fastq.gz,fastq/SRR22259007_2.fastq.gz,auto
SRR22259008,fastq/SRR22259008_1.fastq.gz,fastq/SRR22259008_2.fastq.gz,auto
SRR22259009,fastq/SRR22259009_1.fastq.gz,fastq/SRR22259009_2.fastq.gz,auto
SRR22259010,fastq/SRR22259010_1.fastq.gz,fastq/SRR22259010_2.fastq.gz,auto
SRR22259011,fastq/SRR22259011_1.fastq.gz,fastq/SRR22259011_2.fastq.gz,auto
SRR22259012,fastq/SRR22259012_1.fastq.gz,fastq/SRR22259012_2.fastq.gz,auto
SRR22259013,fastq/SRR22259013_1.fastq.gz,fastq/SRR22259013_2.fastq.gz,auto
SRR22259014,fastq/SRR22259014_1.fastq.gz,fastq/SRR22259014_2.fastq.gz,auto
SRR22259015,fastq/SRR22259015_1.fastq.gz,fastq/SRR22259015_2.fastq.gz,auto
SRR22259016,fastq/SRR22259016_1.fastq.gz,fastq/SRR22259016_2.fastq.gz,auto
SRR22259017,fastq/SRR22259017_1.fastq.gz,fastq/SRR22259017_2.fastq.gz,auto
SRR22259018,fastq/SRR22259018_1.fastq.gz,fastq/SRR22259018_2.fastq.gz,auto
SRR22259019,fastq/SRR22259019_1.fastq.gz,fastq/SRR22259019_2.fastq.gz,auto
SRR22259020,fastq/SRR22259020_1.fastq.gz,fastq/SRR22259020_2.fastq.gz,auto
SRR22259021,fastq/SRR22259021_1.fastq.gz,fastq/SRR22259021_2.fastq.gz,auto
SRR22259022,fastq/SRR22259022_1.fastq.gz,fastq/SRR22259022_2.fastq.gz,auto
SRR22259023,fastq/SRR22259023_1.fastq.gz,fastq/SRR22259023_2.fastq.gz,auto
SRR22259024,fastq/SRR22259024_1.fastq.gz,fastq/SRR22259024_2.fastq.gz,auto
SRR22259025,fastq/SRR22259025_1.fastq.gz,fastq/SRR22259025_2.fastq.gz,auto
SRR22259026,fastq/SRR22259026_1.fastq.gz,fastq/SRR22259026_2.fastq.gz,auto
SRR22259027,fastq/SRR22259027_1.fastq.gz,fastq/SRR22259027_2.fastq.gz,auto
SRR22259028,fastq/SRR22259028_1.fastq.gz,fastq/SRR22259028_2.fastq.gz,auto
SRR22259029,fastq/SRR22259029_1.fastq.gz,fastq/SRR22259029_2.fastq.gz,auto
SRR22259030,fastq/SRR22259030_1.fastq.gz,fastq/SRR22259030_2.fastq.gz,auto
SRR22259031,fastq/SRR22259031_1.fastq.gz,fastq/SRR22259031_2.fastq.gz,auto
SRR22259032,fastq/SRR22259032_1.fastq.gz,fastq/SRR22259032_2.fastq.gz,auto
SRR22259033,fastq/SRR22259033_1.fastq.gz,fastq/SRR22259033_2.fastq.gz,auto
SRR22259034,fastq/SRR22259034_1.fastq.gz,fastq/SRR22259034_2.fastq.gz,auto
SRR22259035,fastq/SRR22259035_1.fastq.gz,fastq/SRR22259035_2.fastq.gz,auto
SRR22259036,fastq/SRR22259036_1.fastq.gz,fastq/SRR22259036_2.fastq.gz,auto
SRR22259037,fastq/SRR22259037_1.fastq.gz,fastq/SRR22259037_2.fastq.gz,auto
SRR22259038,fastq/SRR22259038_1.fastq.gz,fastq/SRR22259038_2.fastq.gz,auto
SRR22259039,fastq/SRR22259039_1.fastq.gz,fastq/SRR22259039_2.fastq.gz,auto
SRR22259040,fastq/SRR22259040_1.fastq.gz,fastq/SRR22259040_2.fastq.gz,auto
SRR22259041,fastq/SRR22259041_1.fastq.gz,fastq/SRR22259041_2.fastq.gz,auto
SRR22259042,fastq/SRR22259042_1.fastq.gz,fastq/SRR22259042_2.fastq.gz,auto
SRR22259043,fastq/SRR22259043_1.fastq.gz,fastq/SRR22259043_2.fastq.gz,auto
SRR22259044,fastq/SRR22259044_1.fastq.gz,fastq/SRR22259044_2.fastq.gz,auto
SRR22259045,fastq/SRR22259045_1.fastq.gz,fastq/SRR22259045_2.fastq.gz,auto
SRR22259046,fastq/SRR22259046_1.fastq.gz,fastq/SRR22259046_2.fastq.gz,auto
SRR22259047,fastq/SRR22259047_1.fastq.gz,fastq/SRR22259047_2.fastq.gz,auto
SRR22259048,fastq/SRR22259048_1.fastq.gz,fastq/SRR22259048_2.fastq.gz,auto
SRR22259049,fastq/SRR22259049_1.fastq.gz,fastq/SRR22259049_2.fastq.gz,auto
SRR22259050,fastq/SRR22259050_1.fastq.gz,fastq/SRR22259050_2.fastq.gz,auto
SRR22259051,fastq/SRR22259051_1.fastq.gz,fastq/SRR22259051_2.fastq.gz,auto
SRR22259052,fastq/SRR22259052_1.fastq.gz,fastq/SRR22259052_2.fastq.gz,auto
SRR22259053,fastq/SRR22259053_1.fastq.gz,fastq/SRR22259053_2.fastq.gz,auto
SRR22259054,fastq/SRR22259054_1.fastq.gz,fastq/SRR22259054_2.fastq.gz,auto
SRR22259055,fastq/SRR22259055_1.fastq.gz,fastq/SRR22259055_2.fastq.gz,auto
SRR22259056,fastq/SRR22259056_1.fastq.gz,fastq/SRR22259056_2.fastq.gz,auto
SRR22259057,fastq/SRR22259057_1.fastq.gz,fastq/SRR22259057_2.fastq.gz,auto
SRR22259058,fastq/SRR22259058_1.fastq.gz,fastq/SRR22259058_2.fastq.gz,auto
SRR22259059,fastq/SRR22259059_1.fastq.gz,fastq/SRR22259059_2.fastq.gz,auto
SRR22259060,fastq/SRR22259060_1.fastq.gz,fastq/SRR22259060_2.fastq.gz,auto
SRR22259061,fastq/SRR22259061_1.fastq.gz,fastq/SRR22259061_2.fastq.gz,auto
SRR22259062,fastq/SRR22259062_1.fastq.gz,fastq/SRR22259062_2.fastq.gz,auto
SRR22259063,fastq/SRR22259063_1.fastq.gz,fastq/SRR22259063_2.fastq.gz,auto
SRR22259064,fastq/SRR22259064_1.fastq.gz,fastq/SRR22259064_2.fastq.gz,auto
SRR22259065,fastq/SRR22259065_1.fastq.gz,fastq/SRR22259065_2.fastq.gz,auto
SRR22259066,fastq/SRR22259066_1.fastq.gz,fastq/SRR22259066_2.fastq.gz,auto
SRR22259067,fastq/SRR22259067_1.fastq.gz,fastq/SRR22259067_2.fastq.gz,auto
SRR22259068,fastq/SRR22259068_1.fastq.gz,fastq/SRR22259068_2.fastq.gz,auto
SRR22259069,fastq/SRR22259069_1.fastq.gz,fastq/SRR22259069_2.fastq.gz,auto
SRR22259070,fastq/SRR22259070_1.fastq.gz,fastq/SRR22259070_2.fastq.gz,auto
SRR22259071,fastq/SRR22259071_1.fastq.gz,fastq/SRR22259071_2.fastq.gz,auto
SRR22259072,fastq/SRR22259072_1.fastq.gz,fastq/SRR22259072_2.fastq.gz,auto
SRR22259073,fastq/SRR22259073_1.fastq.gz,fastq/SRR22259073_2.fastq.gz,auto
SRR22259074,fastq/SRR22259074_1.fastq.gz,fastq/SRR22259074_2.fastq.gz,auto
SRR22259075,fastq/SRR22259075_1.fastq.gz,fastq/SRR22259075_2.fastq.gz,auto
SRR22259076,fastq/SRR22259076_1.fastq.gz,fastq/SRR22259076_2.fastq.gz,auto
SRR22259077,fastq/SRR22259077_1.fastq.gz,fastq/SRR22259077_2.fastq.gz,auto
SRR22259078,fastq/SRR22259078_1.fastq.gz,fastq/SRR22259078_2.fastq.gz,auto
SRR22259079,fastq/SRR22259079_1.fastq.gz,fastq/SRR22259079_2.fastq.gz,auto
SRR22259080,fastq/SRR22259080_1.fastq.gz,fastq/SRR22259080_2.fastq.gz,auto
SRR22259081,fastq/SRR22259081_1.fastq.gz,fastq/SRR22259081_2.fastq.gz,auto
SRR22259082,fastq/SRR22259082_1.fastq.gz,fastq/SRR22259082_2.fastq.gz,auto
SRR22259083,fastq/SRR22259083_1.fastq.gz,fastq/SRR22259083_2.fastq.gz,auto
SRR22259084,fastq/SRR22259084_1.fastq.gz,fastq/SRR22259084_2.fastq.gz,auto
SRR22259085,fastq/SRR22259085_1.fastq.gz,fastq/SRR22259085_2.fastq.gz,auto
SRR22259086,fastq/SRR22259086_1.fastq.gz,fastq/SRR22259086_2.fastq.gz,auto
SRR22259087,fastq/SRR22259087_1.fastq.gz,fastq/SRR22259087_2.fastq.gz,auto
SRR22259088,fastq/SRR22259088_1.fastq.gz,fastq/SRR22259088_2.fastq.gz,auto
SRR22259089,fastq/SRR22259089_1.fastq.gz,fastq/SRR22259089_2.fastq.gz,auto
SRR22259090,fastq/SRR22259090_1.fastq.gz,fastq/SRR22259090_2.fastq.gz,auto
SRR22259091,fastq/SRR22259091_1.fastq.gz,fastq/SRR22259091_2.fastq.gz,auto
SRR22259092,fastq/SRR22259092_1.fastq.gz,fastq/SRR22259092_2.fastq.gz,auto
SRR22259093,fastq/SRR22259093_1.fastq.gz,fastq/SRR22259093_2.fastq.gz,auto
SRR22259094,fastq/SRR22259094_1.fastq.gz,fastq/SRR22259094_2.fastq.gz,auto
SRR22259095,fastq/SRR22259095_1.fastq.gz,fastq/SRR22259095_2.fastq.gz,auto
SRR22259096,fastq/SRR22259096_1.fastq.gz,fastq/SRR22259096_2.fastq.gz,auto
SRR22259097,fastq/SRR22259097_1.fastq.gz,fastq/SRR22259097_2.fastq.gz,auto
SRR22259098,fastq/SRR22259098_1.fastq.gz,fastq/SRR22259098_2.fastq.gz,auto
SRR22259099,fastq/SRR22259099_1.fastq.gz,fastq/SRR22259099_2.fastq.gz,auto
SRR22259100,fastq/SRR22259100_1.fastq.gz,fastq/SRR22259100_2.fastq.gz,auto
SRR22259101,fastq/SRR22259101_1.fastq.gz,fastq/SRR22259101_2.fastq.gz,auto
SRR22259102,fastq/SRR22259102_1.fastq.gz,fastq/SRR22259102_2.fastq.gz,auto
SRR22259103,fastq/SRR22259103_1.fastq.gz,fastq/SRR22259103_2.fastq.gz,auto
SRR22259104,fastq/SRR22259104_1.fastq.gz,fastq/SRR22259104_2.fastq.gz,auto
SRR22259105,fastq/SRR22259105_1.fastq.gz,fastq/SRR22259105_2.fastq.gz,auto
SRR22259106,fastq/SRR22259106_1.fastq.gz,fastq/SRR22259106_2.fastq.gz,auto
SRR22259107,fastq/SRR22259107_1.fastq.gz,fastq/SRR22259107_2.fastq.gz,auto
SRR22259108,fastq/SRR22259108_1.fastq.gz,fastq/SRR22259108_2.fastq.gz,auto
SRR22259109,fastq/SRR22259109_1.fastq.gz,fastq/SRR22259109_2.fastq.gz,auto
SRR22259110,fastq/SRR22259110_1.fastq.gz,fastq/SRR22259110_2.fastq.gz,auto
SRR22259111,fastq/SRR22259111_1.fastq.gz,fastq/SRR22259111_2.fastq.gz,auto
SRR22259112,fastq/SRR22259112_1.fastq.gz,fastq/SRR22259112_2.fastq.gz,auto
SRR22259113,fastq/SRR22259113_1.fastq.gz,fastq/SRR22259113_2.fastq.gz,auto
SRR22259114,fastq/SRR22259114_1.fastq.gz,fastq/SRR22259114_2.fastq.gz,auto
SRR22259115,fastq/SRR22259115_1.fastq.gz,fastq/SRR22259115_2.fastq.gz,auto
SRR22259116,fastq/SRR22259116_1.fastq.gz,fastq/SRR22259116_2.fastq.gz,auto
SRR22259117,fastq/SRR22259117_1.fastq.gz,fastq/SRR22259117_2.fastq.gz,auto
SRR22259118,fastq/SRR22259118_1.fastq.gz,fastq/SRR22259118_2.fastq.gz,auto
SRR22259119,fastq/SRR22259119_1.fastq.gz,fastq/SRR22259119_2.fastq.gz,auto
SRR22259120,fastq/SRR22259120_1.fastq.gz,fastq/SRR22259120_2.fastq.gz,auto
SRR22259121,fastq/SRR22259121_1.fastq.gz,fastq/SRR22259121_2.fastq.gz,auto
SRR22259122,fastq/SRR22259122_1.fastq.gz,fastq/SRR22259122_2.fastq.gz,auto
SRR22259123,fastq/SRR22259123_1.fastq.gz,fastq/SRR22259123_2.fastq.gz,auto
SRR22259124,fastq/SRR22259124_1.fastq.gz,fastq/SRR22259124_2.fastq.gz,auto
SRR22259125,fastq/SRR22259125_1.fastq.gz,fastq/SRR22259125_2.fastq.gz,auto
SRR22259126,fastq/SRR22259126_1.fastq.gz,fastq/SRR22259126_2.fastq.gz,auto
SRR22259127,fastq/SRR22259127_1.fastq.gz,fastq/SRR22259127_2.fastq.gz,auto
SRR22259128,fastq/SRR22259128_1.fastq.gz,fastq/SRR22259128_2.fastq.gz,auto
SRR22259129,fastq/SRR22259129_1.fastq.gz,fastq/SRR22259129_2.fastq.gz,auto
SRR22259130,fastq/SRR22259130_1.fastq.gz,fastq/SRR22259130_2.fastq.gz,auto
SRR22259131,fastq/SRR22259131_1.fastq.gz,fastq/SRR22259131_2.fastq.gz,auto
SRR22259132,fastq/SRR22259132_1.fastq.gz,fastq/SRR22259132_2.fastq.gz,auto
SRR22259133,fastq/SRR22259133_1.fastq.gz,fastq/SRR22259133_2.fastq.gz,auto
SRR22259134,fastq/SRR22259134_1.fastq.gz,fastq/SRR22259134_2.fastq.gz,auto
SRR22259135,fastq/SRR22259135_1.fastq.gz,fastq/SRR22259135_2.fastq.gz,auto
SRR22259136,fastq/SRR22259136_1.fastq.gz,fastq/SRR22259136_2.fastq.gz,auto
SRR22259137,fastq/SRR22259137_1.fastq.gz,fastq/SRR22259137_2.fastq.gz,auto
SRR22259138,fastq/SRR22259138_1.fastq.gz,fastq/SRR22259138_2.fastq.gz,auto
SRR22259139,fastq/SRR22259139_1.fastq.gz,fastq/SRR22259139_2.fastq.gz,auto
