sample,fastq_1,fastq_2,strandedness
SRR14858497,fastq/SRR14858497_1.fastq.gz,fastq/SRR14858497_2.fastq.gz,auto
SRR14858498,fastq/SRR14858498_1.fastq.gz,fastq/SRR14858498_2.fastq.gz,auto
SRR14858499,fastq/SRR14858499_1.fastq.gz,fastq/SRR14858499_2.fastq.gz,auto
SRR14858500,fastq/SRR14858500_1.fastq.gz,fastq/SRR14858500_2.fastq.gz,auto
SRR14858501,fastq/SRR14858501_1.fastq.gz,fastq/SRR14858501_2.fastq.gz,auto
SRR14858502,fastq/SRR14858502_1.fastq.gz,fastq/SRR14858502_2.fastq.gz,auto
SRR14858503,fastq/SRR14858503_1.fastq.gz,fastq/SRR14858503_2.fastq.gz,auto
SRR14858504,fastq/SRR14858504_1.fastq.gz,fastq/SRR14858504_2.fastq.gz,auto
SRR14858505,fastq/SRR14858505_1.fastq.gz,fastq/SRR14858505_2.fastq.gz,auto
SRR14858506,fastq/SRR14858506_1.fastq.gz,fastq/SRR14858506_2.fastq.gz,auto
SRR14858507,fastq/SRR14858507_1.fastq.gz,fastq/SRR14858507_2.fastq.gz,auto
SRR14858508,fastq/SRR14858508_1.fastq.gz,fastq/SRR14858508_2.fastq.gz,auto
SRR14858509,fastq/SRR14858509_1.fastq.gz,fastq/SRR14858509_2.fastq.gz,auto
SRR14858510,fastq/SRR14858510_1.fastq.gz,fastq/SRR14858510_2.fastq.gz,auto
SRR14858511,fastq/SRR14858511_1.fastq.gz,fastq/SRR14858511_2.fastq.gz,auto
SRR14858512,fastq/SRR14858512_1.fastq.gz,fastq/SRR14858512_2.fastq.gz,auto
SRR14858513,fastq/SRR14858513_1.fastq.gz,fastq/SRR14858513_2.fastq.gz,auto
SRR14858514,fastq/SRR14858514_1.fastq.gz,fastq/SRR14858514_2.fastq.gz,auto
SRR14858515,fastq/SRR14858515_1.fastq.gz,fastq/SRR14858515_2.fastq.gz,auto
SRR14858516,fastq/SRR14858516_1.fastq.gz,fastq/SRR14858516_2.fastq.gz,auto
SRR14858517,fastq/SRR14858517_1.fastq.gz,fastq/SRR14858517_2.fastq.gz,auto
SRR14858518,fastq/SRR14858518_1.fastq.gz,fastq/SRR14858518_2.fastq.gz,auto
SRR14858519,fastq/SRR14858519_1.fastq.gz,fastq/SRR14858519_2.fastq.gz,auto
SRR14858520,fastq/SRR14858520_1.fastq.gz,fastq/SRR14858520_2.fastq.gz,auto
SRR14858521,fastq/SRR14858521_1.fastq.gz,fastq/SRR14858521_2.fastq.gz,auto
SRR14858522,fastq/SRR14858522_1.fastq.gz,fastq/SRR14858522_2.fastq.gz,auto
SRR14858523,fastq/SRR14858523_1.fastq.gz,fastq/SRR14858523_2.fastq.gz,auto
SRR14858524,fastq/SRR14858524_1.fastq.gz,fastq/SRR14858524_2.fastq.gz,auto
SRR14858525,fastq/SRR14858525_1.fastq.gz,fastq/SRR14858525_2.fastq.gz,auto
SRR14858526,fastq/SRR14858526_1.fastq.gz,fastq/SRR14858526_2.fastq.gz,auto
SRR14858527,fastq/SRR14858527_1.fastq.gz,fastq/SRR14858527_2.fastq.gz,auto
SRR14858528,fastq/SRR14858528_1.fastq.gz,fastq/SRR14858528_2.fastq.gz,auto
SRR14858529,fastq/SRR14858529_1.fastq.gz,fastq/SRR14858529_2.fastq.gz,auto
SRR14858530,fastq/SRR14858530_1.fastq.gz,fastq/SRR14858530_2.fastq.gz,auto
SRR14858531,fastq/SRR14858531_1.fastq.gz,fastq/SRR14858531_2.fastq.gz,auto
SRR14858532,fastq/SRR14858532_1.fastq.gz,fastq/SRR14858532_2.fastq.gz,auto
SRR14858533,fastq/SRR14858533_1.fastq.gz,fastq/SRR14858533_2.fastq.gz,auto
SRR14858534,fastq/SRR14858534_1.fastq.gz,fastq/SRR14858534_2.fastq.gz,auto
SRR14858535,fastq/SRR14858535_1.fastq.gz,fastq/SRR14858535_2.fastq.gz,auto
SRR14858536,fastq/SRR14858536_1.fastq.gz,fastq/SRR14858536_2.fastq.gz,auto
SRR14858537,fastq/SRR14858537_1.fastq.gz,fastq/SRR14858537_2.fastq.gz,auto
SRR14858538,fastq/SRR14858538_1.fastq.gz,fastq/SRR14858538_2.fastq.gz,auto
SRR14858539,fastq/SRR14858539_1.fastq.gz,fastq/SRR14858539_2.fastq.gz,auto
SRR14858540,fastq/SRR14858540_1.fastq.gz,fastq/SRR14858540_2.fastq.gz,auto
SRR14858541,fastq/SRR14858541_1.fastq.gz,fastq/SRR14858541_2.fastq.gz,auto
SRR14858542,fastq/SRR14858542_1.fastq.gz,fastq/SRR14858542_2.fastq.gz,auto
SRR14858543,fastq/SRR14858543_1.fastq.gz,fastq/SRR14858543_2.fastq.gz,auto
SRR14858544,fastq/SRR14858544_1.fastq.gz,fastq/SRR14858544_2.fastq.gz,auto
SRR14858545,fastq/SRR14858545_1.fastq.gz,fastq/SRR14858545_2.fastq.gz,auto
SRR14858546,fastq/SRR14858546_1.fastq.gz,fastq/SRR14858546_2.fastq.gz,auto
SRR14858547,fastq/SRR14858547_1.fastq.gz,fastq/SRR14858547_2.fastq.gz,auto
SRR14858548,fastq/SRR14858548_1.fastq.gz,fastq/SRR14858548_2.fastq.gz,auto
SRR14858549,fastq/SRR14858549_1.fastq.gz,fastq/SRR14858549_2.fastq.gz,auto
SRR14858550,fastq/SRR14858550_1.fastq.gz,fastq/SRR14858550_2.fastq.gz,auto
SRR14858551,fastq/SRR14858551_1.fastq.gz,fastq/SRR14858551_2.fastq.gz,auto
SRR14858552,fastq/SRR14858552_1.fastq.gz,fastq/SRR14858552_2.fastq.gz,auto
SRR14858553,fastq/SRR14858553_1.fastq.gz,fastq/SRR14858553_2.fastq.gz,auto
SRR14858554,fastq/SRR14858554_1.fastq.gz,fastq/SRR14858554_2.fastq.gz,auto
SRR14858555,fastq/SRR14858555_1.fastq.gz,fastq/SRR14858555_2.fastq.gz,auto
SRR14858556,fastq/SRR14858556_1.fastq.gz,fastq/SRR14858556_2.fastq.gz,auto
SRR14858557,fastq/SRR14858557_1.fastq.gz,fastq/SRR14858557_2.fastq.gz,auto
SRR14858558,fastq/SRR14858558_1.fastq.gz,fastq/SRR14858558_2.fastq.gz,auto
SRR14858559,fastq/SRR14858559_1.fastq.gz,fastq/SRR14858559_2.fastq.gz,auto
SRR14858560,fastq/SRR14858560_1.fastq.gz,fastq/SRR14858560_2.fastq.gz,auto
SRR14858561,fastq/SRR14858561_1.fastq.gz,fastq/SRR14858561_2.fastq.gz,auto
SRR14858562,fastq/SRR14858562_1.fastq.gz,fastq/SRR14858562_2.fastq.gz,auto
SRR14858563,fastq/SRR14858563_1.fastq.gz,fastq/SRR14858563_2.fastq.gz,auto
SRR14858564,fastq/SRR14858564_1.fastq.gz,fastq/SRR14858564_2.fastq.gz,auto
SRR14858565,fastq/SRR14858565_1.fastq.gz,fastq/SRR14858565_2.fastq.gz,auto
SRR14858566,fastq/SRR14858566_1.fastq.gz,fastq/SRR14858566_2.fastq.gz,auto
SRR14858567,fastq/SRR14858567_1.fastq.gz,fastq/SRR14858567_2.fastq.gz,auto
SRR14858568,fastq/SRR14858568_1.fastq.gz,fastq/SRR14858568_2.fastq.gz,auto
SRR14858569,fastq/SRR14858569_1.fastq.gz,fastq/SRR14858569_2.fastq.gz,auto
SRR14858570,fastq/SRR14858570_1.fastq.gz,fastq/SRR14858570_2.fastq.gz,auto
SRR14858571,fastq/SRR14858571_1.fastq.gz,fastq/SRR14858571_2.fastq.gz,auto
SRR14858572,fastq/SRR14858572_1.fastq.gz,fastq/SRR14858572_2.fastq.gz,auto
SRR14858573,fastq/SRR14858573_1.fastq.gz,fastq/SRR14858573_2.fastq.gz,auto
SRR14858574,fastq/SRR14858574_1.fastq.gz,fastq/SRR14858574_2.fastq.gz,auto
SRR14858575,fastq/SRR14858575_1.fastq.gz,fastq/SRR14858575_2.fastq.gz,auto
SRR14858576,fastq/SRR14858576_1.fastq.gz,fastq/SRR14858576_2.fastq.gz,auto
SRR14858577,fastq/SRR14858577_1.fastq.gz,fastq/SRR14858577_2.fastq.gz,auto
SRR14858578,fastq/SRR14858578_1.fastq.gz,fastq/SRR14858578_2.fastq.gz,auto
SRR14858579,fastq/SRR14858579_1.fastq.gz,fastq/SRR14858579_2.fastq.gz,auto
SRR14858580,fastq/SRR14858580_1.fastq.gz,fastq/SRR14858580_2.fastq.gz,auto
SRR14858581,fastq/SRR14858581_1.fastq.gz,fastq/SRR14858581_2.fastq.gz,auto
SRR14858582,fastq/SRR14858582_1.fastq.gz,fastq/SRR14858582_2.fastq.gz,auto
SRR14858583,fastq/SRR14858583_1.fastq.gz,fastq/SRR14858583_2.fastq.gz,auto
SRR14858584,fastq/SRR14858584_1.fastq.gz,fastq/SRR14858584_2.fastq.gz,auto
SRR14858585,fastq/SRR14858585_1.fastq.gz,fastq/SRR14858585_2.fastq.gz,auto
SRR14858586,fastq/SRR14858586_1.fastq.gz,fastq/SRR14858586_2.fastq.gz,auto
SRR14858587,fastq/SRR14858587_1.fastq.gz,fastq/SRR14858587_2.fastq.gz,auto
SRR14858588,fastq/SRR14858588_1.fastq.gz,fastq/SRR14858588_2.fastq.gz,auto
SRR14858589,fastq/SRR14858589_1.fastq.gz,fastq/SRR14858589_2.fastq.gz,auto
SRR14858590,fastq/SRR14858590_1.fastq.gz,fastq/SRR14858590_2.fastq.gz,auto
SRR14858591,fastq/SRR14858591_1.fastq.gz,fastq/SRR14858591_2.fastq.gz,auto
SRR14858592,fastq/SRR14858592_1.fastq.gz,fastq/SRR14858592_2.fastq.gz,auto
SRR14858593,fastq/SRR14858593_1.fastq.gz,fastq/SRR14858593_2.fastq.gz,auto
SRR14858594,fastq/SRR14858594_1.fastq.gz,fastq/SRR14858594_2.fastq.gz,auto
SRR14858595,fastq/SRR14858595_1.fastq.gz,fastq/SRR14858595_2.fastq.gz,auto
SRR14858653,fastq/SRR14858653_1.fastq.gz,fastq/SRR14858653_2.fastq.gz,auto
SRR14858654,fastq/SRR14858654_1.fastq.gz,fastq/SRR14858654_2.fastq.gz,auto
SRR14858655,fastq/SRR14858655_1.fastq.gz,fastq/SRR14858655_2.fastq.gz,auto
SRR14858656,fastq/SRR14858656_1.fastq.gz,fastq/SRR14858656_2.fastq.gz,auto
SRR14858657,fastq/SRR14858657_1.fastq.gz,fastq/SRR14858657_2.fastq.gz,auto
SRR14858658,fastq/SRR14858658_1.fastq.gz,fastq/SRR14858658_2.fastq.gz,auto
SRR14858659,fastq/SRR14858659_1.fastq.gz,fastq/SRR14858659_2.fastq.gz,auto
